768	CP016086.1	98.529	68	1	0	4	71	4908601	4908534	1.92e-24	121
768	CP016086.1	98.529	68	1	0	4	71	5034884	5034817	1.92e-24	121
768	CP016086.1	98.529	68	1	0	4	71	5040610	5040543	1.92e-24	121
768	CP016086.1	98.529	68	1	0	4	71	5046716	5046649	1.92e-24	121
768	CP016086.1	95.775	71	3	0	1	71	1143143	1143213	8.94e-23	115
768	CP014204.1	98.592	71	1	0	1	71	1674038	1673968	4.13e-26	126
768	CP014204.1	98.529	68	1	0	4	71	1444378	1444311	1.92e-24	121
768	CP014204.1	98.529	68	1	0	4	71	1891344	1891277	1.92e-24	121
768	CP014204.1	97.183	71	2	0	1	71	1980392	1980462	1.92e-24	121
768	CP014204.1	97.183	71	2	0	1	71	1986720	1986790	1.92e-24	121
768	CP014204.1	97.183	71	2	0	1	71	2089275	2089345	1.92e-24	121
768	CP014204.1	97.183	71	2	0	1	71	2104208	2104278	1.92e-24	121
768	CP014204.1	97.183	71	2	0	1	71	2121264	2121334	1.92e-24	121
768	CP014204.1	97.183	71	2	0	1	71	2132608	2132678	1.92e-24	121
768	CP014204.1	97.183	71	2	0	1	71	2165250	2165320	1.92e-24	121
768	CP013239.1	98.592	71	1	0	1	71	244287	244217	4.13e-26	126
768	CP013239.1	98.592	71	1	0	1	71	397956	397886	4.13e-26	126
768	CP013239.1	98.592	71	1	0	1	71	473864	473934	4.13e-26	126
768	CP013239.1	98.592	71	1	0	1	71	479673	479743	4.13e-26	126
768	CP013239.1	98.592	71	1	0	1	71	485442	485512	4.13e-26	126
768	CP013239.1	98.592	71	1	0	1	71	491210	491280	4.13e-26	126
768	CP013239.1	98.592	71	1	0	1	71	609408	609478	4.13e-26	126
768	CP013239.1	98.592	71	1	0	1	71	618948	619018	4.13e-26	126
768	CP013239.1	98.592	71	1	0	1	71	624270	624340	4.13e-26	126
768	CP013239.1	98.592	71	1	0	1	71	3335587	3335517	4.13e-26	126
768	CP013239.1	98.592	71	1	0	1	71	3781071	3781001	4.13e-26	126
768	CP013239.1	98.529	68	1	0	4	71	594358	594425	1.92e-24	121
768	CP013101.1	98.592	71	1	0	1	71	76042	76112	4.13e-26	126
